Question;Option1;Option2;Option3;Option4;CorrectIndex
"Identify the correct Hindi translation for 'Barrier option'";अवरोधक विकल्प;मुक्त विकल्प;सीमित विकल्प;असीमित विकल्प;0
"Select the correct Hindi translation for the term 'Barter'";1. वस्तु-विनिमय 2. वस्तु-विनिमय करना;मुद्रा विनिमय;शेयर विनिमय;विदेशी विनिमय;0
"What is the Hindi equivalent of 'Banking transactions'";बैंकिंग लेनदेन;बैंकिंग खाता;बैंकिंग रिकॉर्ड;बैंकिंग रिपोर्ट;0
"Choose the correct meaning of 'Banking watchdog'";बैंकिंग हित-प्रहरी;बैंकिंग ग्राहक;बैंकिंग कर्मचारी;बैंकिंग अधिकारी;0
"Select the correct Hindi translation for the term 'Bankrupt'";दिवालिया;धनी;ऋणी;साहूकार;0
"In a professional context, what does 'Barter economy' mean?";वस्तु-विनिमय अर्थव्यवस्था;मुद्रा अर्थव्यवस्था;मिश्रित अर्थव्यवस्था;पूंजीवादी अर्थव्यवस्था;0
"What is the technical term for 'Barter system'";वस्तु-विनिमय प्रणाली;बैंकिंग प्रणाली;साख प्रणाली;कर प्रणाली;0
"Identify the correct Hindi translation for 'Bankruptcy'";दिवाला / दिवालियापन;संपन्नता;ऋणग्रस्तता;बेरोजगारी;0
"Select the correct Hindi translation for the term 'Bank\'s cash scroll'";बैंक की रोकड़-सूची;बैंक की जमा सूची;बैंक की ऋण सूची;बैंक की निवेश सूची;0
"What is the Hindi equivalent of 'Barter trade agreement'";वस्तु-विनिमय व्यापार करार;मुद्रा व्यापार करार;शेयर व्यापार करार;विदेशी व्यापार करार;0
"Choose the correct meaning of 'Base bullion'";खोटी / हीन धातु;असली धातु;कीमती धातु;मिश्र धातु;0
"Select the correct Hindi translation for the term 'Bank\'s deposit account'";बैंक जमा खाता;बैंक ऋण खाता;बैंक निवेश खाता;बैंक बचत खाता;0
"In a professional context, what does 'Base coin' mean?";खोटा सिक्का;असली सिक्का;स्वर्ण सिक्का;रजत सिक्का;0
"What is the technical term for 'Bank\'s duty of secrecy'";बैंक का गोपनीयता कर्तव्य;बैंक का सुरक्षा कर्तव्य;बैंक का सेवा कर्तव्य;बैंक का भुगतान कर्तव्य;0
"Identify the correct Hindi translation for 'Base data'";आधारभूत आंकड़े;गौण आंकड़े;प्राथमिक आंकड़े;द्वितीयक आंकड़े;0
"Select the correct Hindi translation for the term 'Banks in the private sector'";निजी क्षेत्र के बैंक;सरकारी क्षेत्र के बैंक;सहकारी क्षेत्र के बैंक;विदेशी क्षेत्र के बैंक;0
"What is the Hindi equivalent of 'Base effect'";आधारभूत प्रभाव;गौण प्रभाव;प्राथमिक प्रभाव;द्वितीयक प्रभाव;0
"Choose the correct meaning of 'Bank\'s investment floating account'";बैंक निवेश चल / अस्थायी खाता;बैंक निवेश स्थायी खाता;बैंक बचत खाता;बैंक चालू खाता;0
"Select the correct Hindi translation for the term 'Base level society'";आधार स्तर की सोसाइटी;उच्च स्तर की सोसाइटी;मध्यम स्तर की सोसाइटी;निम्न स्तर की सोसाइटी;0
"In a professional context, what does 'Base office' mean?";आधार कार्यालय;प्रधान कार्यालय;शाखा कार्यालय;क्षेत्रीय कार्यालय;0
"What is the technical term for 'Bank\'s investment permanent account'";बैंक निवेश स्थायी खाता;बैंक निवेश अस्थायी खाता;बैंक बचत खाता;बैंक चालू खाता;0
"Identify the correct Hindi translation for 'Base period'";आधार अवधि;चालू अवधि;आगामी अवधि;गत अवधि;0
"Select the correct Hindi translation for the term 'Bank\'s lien'";बैंक का पुनर्ग्रहणाधिकार / धारणाधिकार;बैंक का दायित्व;बैंक का अधिकार;बैंक का कर्तव्य;0
"What is the Hindi equivalent of 'Base rate'";आधार दर;बचत दर;चालू दर;सावधि दर;0
"Choose the correct meaning of 'Bank\'s net foreign exchange assets'";बैंक की निवल विदेशी मुद्रा आस्तियां / परिसंपत्तियां;बैंक की सकल विदेशी मुद्रा आस्तियां;बैंक की कुल विदेशी मुद्रा आस्तियां;बैंक की औसत विदेशी मुद्रा आस्तियां;0
"Select the correct Hindi translation for the term 'Base stock method'";मूल स्टॉक पद्धति;नया स्टॉक पद्धति;पुराना स्टॉक पद्धति;औसत स्टॉक पद्धति;0
"In a professional context, what does 'Base surplus' mean?";मूल अधिशेष;अतिरिक्त अधिशेष;औसत अधिशेष;कुल अधिशेष;0
"What is the technical term for 'Bank\'s obligation'";बैंक दायित्व;बैंक आस्ति;बैंक लाभ;बैंक हानि;0
"Identify the correct Hindi translation for 'Base year'";आधार वर्ष;वित्तीय वर्ष;कैलेंडर वर्ष;आकलन वर्ष;0
"Select the correct Hindi translation for the term 'Bank\'s shares'";बैंक के शेयर;बैंक के ऋण;बैंक के जमा;बैंक के निवेश;0
"What is the Hindi equivalent of 'Basel norms'";बासेल मानक;लंदन मानक;न्यूयॉर्क मानक;टोक्यो मानक;0
"Choose the correct meaning of 'Bar'";वर्जित करना;अनुमति देना;छूट देना;स्वीकार करना;0
"Select the correct Hindi translation for the term 'Basic cost'";मूल लागत;कुल लागत;औसत लागत;सीमांत लागत;0
"In a professional context, what does 'Bare act' mean?";अधिनियम का मूल पाठ;अधिनियम का संशोधित पाठ;अधिनियम का अनुवादित पाठ;अधिनियम का संक्षिप्त पाठ;0
"What is the technical term for 'Basic goods industries'";मूल वस्तु उद्योग;उपभोक्ता वस्तु उद्योग;मध्यवर्ती वस्तु उद्योग;पूंजीगत वस्तु उद्योग;0
"Identify the correct Hindi translation for 'Bare facilities'";न्यूनतम सुविधाएं;अधिकतम सुविधाएं;औसत सुविधाएं;विशेष सुविधाएं;0
"Select the correct Hindi translation for the term 'Basic necessities'";बुनियादी आवश्यकताएं;विलासिता की वस्तुएं;आरामदायक वस्तुएं;मनोरंजन वस्तुएं;0
"What is the Hindi equivalent of 'Bargain'";सौदा;उपहार;दान;त्याग;0
"Choose the correct meaning of 'Basic point rate'";आधार बिंदु दर;ब्याज दर;विनिमय दर;मुद्रास्फीति दर;0
"Select the correct Hindi translation for the term 'Bargain hunter'";लाभकर सौदागर;नुकसान सौदागर;साधारण सौदागर;विशेष सौदागर;0
"In a professional context, what does 'Basic statistical returns' mean?";मूल सांख्यिकीय विवरणियां;अंतिम सांख्यिकीय विवरणियां;मासिक सांख्यिकीय विवरणियां;वार्षिक सांख्यिकीय विवरणियां;0
"What is the technical term for 'Basic tariff'";मूल/ आधारिक प्रशुल्क-सूची/टैरिफ;संशोधित प्रशुल्क;अतिरिक्त प्रशुल्क;विशेष प्रशुल्क;0
"Identify the correct Hindi translation for 'Basic value'";आधार मूल्य;बाजार मूल्य;अंकित मूल्य;वसूली मूल्य;0
"Select the correct Hindi translation for the term 'Bargain hunting'";लाभकर सौदेबाजी;नुकसान सौदेबाजी;साधारण सौदेबाजी;विशेष सौदेबाजी;0
"What is the Hindi equivalent of 'Bargain price'";कम कीमत;अधिक कीमत;औसत कीमत;बाजार कीमत;0
"Choose the correct meaning of 'Bargain rate'";रियायती दर;महंगी दर;साधारण दर;विशेष दर;0
"Select the correct Hindi translation for the term 'Basic yield'";आधार प्रतिफल;कुल प्रतिफल;औसत प्रतिफल;सीमांत प्रतिफल;0
"In a professional context, what does 'Bargain sale' mean?";सस्ती बिक्री;महंगी बिक्री;साधारण बिक्री;विशेष बिक्री;0
"What is the technical term for 'Basis of estimate'";प्राक्कलन आधार;मूल्यांकन आधार;गणना आधार;विश्लेषण आधार;0
"Identify the correct Hindi translation for 'Basis of exchange'";विनिमय का आधार;व्यापार का आधार;भुगतान का आधार;लेखा का आधार;0
"Select the correct Hindi translation for the term 'Basis point'";आधार अंक (अर्थात 1/100 अंक);प्रतिशत अंक;दशमलव अंक;पूर्णांक;0
"What is the Hindi equivalent of 'Basket buying'";एकमुश्त खरीददारी;फुटकर खरीददारी;किस्तों में खरीददारी;उधार खरीददारी;0
"Choose the correct meaning of 'Basket of currencies'";विविध मुद्रा समूह;एकल मुद्रा समूह;विदेशी मुद्रा समूह;स्वदेशी मुद्रा समूह;0
"Select the correct Hindi translation for the term 'Basket of products'";विविध उत्पाद समूह;एकल उत्पाद समूह;विदेशी उत्पाद समूह;स्वदेशी उत्पाद समूह;0
"In a professional context, what does 'Basket option' mean?";बास्केट ऑप्शन / आस्ति-समूह विकल्प;एकल विकल्प;विदेशी विकल्प;स्वदेशी विकल्प;0
"What is the technical term for 'Basket system of valuation'";मूल्यनिर्धारण की विविध मुद्रा समूह प्रणाली;मूल्यनिर्धारण की एकल मुद्रा प्रणाली;मूल्यनिर्धारण की विदेशी मुद्रा प्रणाली;मूल्यनिर्धारण की स्वदेशी मुद्रा प्रणाली;0
"Identify the correct Hindi translation for 'Batch costing'";खेप लागत-निर्धारण;इकाई लागत-निर्धारण;कार्य लागत-निर्धारण;प्रक्रिया लागत-निर्धारण;0
"Select the correct Hindi translation for the term 'Batch processing'";बैच प्रसंस्करण;इकाई प्रसंस्करण;कार्य प्रसंस्करण;प्रक्रिया प्रसंस्करण;0
"What is the Hindi equivalent of 'Batch total'";समूह योग;इकाई योग;कार्य योग;प्रक्रिया योग;0
"Choose the correct meaning of 'Bazaar bill rate'";बाजार बिल / हुंडी दर;बैंक बिल दर;सरकारी बिल दर;विदेशी बिल दर;0
"Select the correct Hindi translation for the term 'Bear'";मंदड़िया;तेजड़िया;दलाल;सट्टेबाज;0
"In a professional context, what does 'Bear cartel' mean?";मंदड़िया समूह;तेजड़िया समूह;दलाल समूह;सट्टेबाज समूह;0
"What is the technical term for 'Bear hug offer'";उदार खरीद प्रस्ताव / ऊंचे भाव पर खरीद का प्रस्ताव;कम भाव पर खरीद का प्रस्ताव;बाजार भाव पर खरीद का प्रस्ताव;औसत भाव पर खरीद का प्रस्ताव;0
"Identify the correct Hindi translation for 'Bear raid'";मंदड़ियों द्वारा बाजार भाव गिराया जाना;तेजड़ियों द्वारा बाजार भाव बढ़ाया जाना;दलालों द्वारा बाजार भाव नियंत्रित करना;सट्टेबाजों द्वारा बाजार भाव प्रभावित करना;0
"Select the correct Hindi translation for the term 'Bear trap'";मंदड़िया जाल;तेजड़िया जाल;दलाल जाल;सट्टेबाज जाल;0
"What is the Hindi equivalent of 'Bearer'";वाहक;आदाता;प्रेषक;प्राप्तकर्ता;0
"Choose the correct meaning of 'Bearer bond'";वाहक बॉण्ड;पंजीकृत बॉण्ड;सुरक्षित बॉण्ड;असुरक्षित बॉण्ड;0
"Select the correct Hindi translation for the term 'Bearer cheque'";वाहक चेक;रेखांकित चेक;आदाता चेक;कोरा चेक;0
"In a professional context, what does 'Bearer security' mean?";धारक प्रतिभूति;पंजीकृत प्रतिभूति;सुरक्षित प्रतिभूति;असुरक्षित प्रतिभूति;0
"What is the technical term for 'Bearish sentiment'";मंदी का रुख;तेजी का रुख;स्थिर रुख;अनिश्चित रुख;0
"Identify the correct Hindi translation for 'Bearish spell'";मंदी का दौर;तेजी का दौर;स्थिर दौर;अनिश्चित दौर;0
"Select the correct Hindi translation for the term 'Beat the gun'";लाभकारी भाव पर अग्रिम सौदा;नुकसानदेह सौदा;साधारण सौदा;विशेष सौदा;0
"What is the Hindi equivalent of 'Beekeeping'";मधुमक्खी पालन;मछली पालन;मुर्गी पालन;पशु पालन;0
"Choose the correct meaning of 'Behaviour of price'";कीमत की प्रवृत्ति;कीमत की स्थिरता;कीमत की गिरावट;कीमत की वृद्धि;0
"Select the correct Hindi translation for the term 'Behavioural finance'";व्यवहारगत वित्त;सैद्धांतिक वित्त;व्यावहारिक वित्त;आंकड़ा वित्त;0
"In a professional context, what does 'Belief in good faith' mean?";सद्भावना से / निष्ठापूर्वक;दुर्भावना से;संदेह से;अविश्वास से;0
"What is the technical term for 'Bellwether stock'";अग्रणी स्टॉक;पिछड़ा स्टॉक;स्थिर स्टॉक;अस्थिर स्टॉक;0
"Identify the correct Hindi translation for 'Below average'";औसत से कम;औसत से अधिक;औसत के बराबर;शून्य;0
"Select the correct Hindi translation for the term 'Below par value'";अवमूल्य पर;अधिमूल्य पर;सममूल्य पर;बाजार मूल्य पर;0
"What is the Hindi equivalent of 'Below poverty line'";गरीबी रेखा से नीचे;गरीबी रेखा से ऊपर;मध्यम वर्ग;धनी वर्ग;0
"Choose the correct meaning of 'Below the line provision'";लाभ निकालने के बाद प्रावधान;लाभ निकालने से पहले प्रावधान;हानि निकालने के बाद प्रावधान;हानि निकालने से पहले प्रावधान;0
"Select the correct Hindi translation for the term 'Benami land holdings'";बेनामी जोत;पंजीकृत जोत;सरकारी जोत;निजी जोत;0
"In a professional context, what does 'Benami loan' mean?";बेनामी ऋण;पंजीकृत ऋण;सरकारी ऋण;निजी ऋण;0
"What is the technical term for 'Benchmark'";बेंचमार्क / आधार / निर्देश चिह्न / न्यूनतम मानदंड;अधिकतम मानदंड;औसत मानदंड;शून्य मानदंड;0
"Identify the correct Hindi translation for 'Benchmark rate'";आधार दर / बेंचमार्क दर;बचत दर;चालू दर;सावधि दर;0
"Select the correct Hindi translation for the term 'Beneficial effect'";लाभकारी प्रभाव;हानिकारक प्रभाव;तटस्थ प्रभाव;नकारात्मक प्रभाव;0
"What is the Hindi equivalent of 'Beneficial interest'";लाभकारी हित;हानिकारक हित;तटस्थ हित;नकारात्मक हित;0
"Choose the correct meaning of 'Beneficial public expenditure'";हितकर सरकारी व्यय;अहितकर सरकारी व्यय;व्यर्थ सरकारी व्यय;अनावश्यक सरकारी व्यय;0
"Select the correct Hindi translation for the term 'Beneficial rate'";हितकारी दर;अहितकारी दर;तटस्थ दर;नकारात्मक दर;0
"In a professional context, what does 'Beneficiary' mean?";हिताधिकारी / लाभान्वित होनेवाले / लाभार्थी;हानि उठानेवाले;तटस्थ व्यक्ति;विरोधी;0
"What is the technical term for 'Beneficiary owner'";हिताधिकारी स्वामी;कानूनी स्वामी;नाममात्र स्वामी;संयुक्त स्वामी;0
"Identify the correct Hindi translation for 'Benefit as of rights'";अधिकारस्वरूप लाभ;अनुग्रहस्वरूप लाभ;दानस्वरूप लाभ;उपहारस्वरूप लाभ;0
"Select the correct Hindi translation for the term 'Benefit of doubt'";संदेह का लाभ;निश्चितता का लाभ;विश्वास का लाभ;सत्य का लाभ;0
"What is the Hindi equivalent of 'Benefit theory of taxation'";हितानुसार कराधान का सिद्धांत;आय अनुसार कराधान का सिद्धांत;व्यय अनुसार कराधान का सिद्धांत;संपत्ति अनुसार कराधान का सिद्धांत;0
"Choose the correct meaning of 'Benevolent fund'";हितकारी निधि;संचित निधि;पूंजी निधि;आकस्मिक निधि;0
"Select the correct Hindi translation for the term 'Bequest'";वसीयत;दान;उपहार;अनुदान;0
"In a professional context, what does 'Berthage' mean?";कार्गो दर / गोदी शुल्क;यात्री किराया;विमान किराया;रेल किराया;0
"What is the technical term for 'Best practices'";सर्वश्रेष्ठ प्रथाएं;सामान्य प्रथाएं;पुरानी प्रथाएं;नई प्रथाएं;0
"Identify the correct Hindi translation for 'Best price obtainable'";अधिकतम प्राप्य कीमत;न्यूनतम प्राप्य कीमत;औसत प्राप्य कीमत;बाजार प्राप्य कीमत;0
"Select the correct Hindi translation for the term 'Bet'";बाजी / शर्त;दान;उपहार;ऋण;0
"What is the Hindi equivalent of 'Betterment levy'";सुधार लेवी / सुधार उगाही / उद्‌ग्रहण;विकास शुल्क;शिक्षा उपकर;स्वास्थ्य उपकर;0
"Choose the correct meaning of 'Betting tax'";बाजी-कर;आय कर;बिक्री कर;उत्पाद कर;0
"Select the correct Hindi translation for the term 'Bid'";1. बोली 2. बोली लगाना / देना;नीलामी;प्रस्ताव;आमंत्रण;0
"In a professional context, what does 'Bid and offer price' mean?";बोली एवं प्रस्तावित / पेशकश कीमत;क्रय एवं विक्रय कीमत;थोक एवं खुदरा कीमत;लागत एवं लाभ कीमत;0
"What is the technical term for 'Bid bond guarantee'";बोली बॉण्ड गारंटी;निष्पादन गारंटी;अग्रिम भुगतान गारंटी;वित्तीय गारंटी;0
"Identify the correct Hindi translation for 'Bid offer spread'";बोली एवं प्रस्तावित / पेशकश दर का दायरा;ब्याज दर का दायरा;विनिमय दर का दायरा;कर दर का दायरा;0
"Select the correct Hindi translation for the term 'Bid price'";बोली की कीमत;प्रस्तावित कीमत;बाजार कीमत;लागत कीमत;0
"What is the Hindi equivalent of 'Bid-ask spread'";बोली-प्रस्तावित दर का दायरा;क्रय-विक्रय दर का दायरा;थोक-खुदरा दर का दायरा;लागत-लाभ दर का दायरा;0
"Choose the correct meaning of 'Bidder'";बोली लगानेवाला;नीलाम करनेवाला;विक्रेता;खरीदार;0
"Select the correct Hindi translation for the term 'Bidding'";बोली लगाना;नीलाम करना;बेचना;खरीदना;0
"In a professional context, what does 'Bid-to-cover ratio' mean?";प्राप्त-स्वीकृत बोली अनुपात / बोली-रक्षा अनुपात;ऋण-जमा अनुपात;लाभ-हानि अनुपात;आय-व्यय अनुपात;0
"What is the technical term for 'Biennial'";द्विवार्षिक;वार्षिक;त्रैमासिक;अर्धवार्षिक;0
"Identify the correct Hindi translation for 'Big board'";बिग बोर्ड (न्यूयार्क शेयर बाजार का उपनाम);लंदन शेयर बाजार;टोक्यो शेयर बाजार;मुंबई शेयर बाजार;0
"Select the correct Hindi translation for the term 'Big figure'";(विदेशी मुद्रा या मुद्रा बाजार में उद्धृत) पूर्ण डॉलर भाव;आंशिक डॉलर भाव;यूरो भाव;येन भाव;0
"What is the Hindi equivalent of 'Big money'";1. ज्यादा लाभ 2. भारी राशि;कम लाभ;छोटी राशि;औसत राशि;0
"Choose the correct meaning of 'Big ticket deposits'";विशाल जमाराशियां;छोटी जमाराशियां;औसत जमाराशियां;शून्य जमाराशियां;0
"Select the correct Hindi translation for the term 'Big ticket item'";कीमती वस्तु;सस्ती वस्तु;औसत वस्तु;बेकार वस्तु;0
"In a professional context, what does 'Big ticket line' mean?";कीमती वस्तु व्यवसाय;सस्ती वस्तु व्यवसाय;औसत वस्तु व्यवसाय;बेकार वस्तु व्यवसाय;0
"What is the technical term for 'Bilateral account'";द्विपक्षीय खाता;एकपक्षीय खाता;बहुपक्षीय खाता;संयुक्त खाता;0
"Identify the correct Hindi translation for 'Bilateral account countries'";द्विपक्षीय खाते वाले देश;एकपक्षीय खाते वाले देश;बहुपक्षीय खाते वाले देश;संयुक्त खाते वाले देश;0
"Select the correct Hindi translation for the term 'Bilateral agreement'";द्विपक्षीय करार / समझौता;एकपक्षीय करार;बहुपक्षीय करार;संयुक्त करार;0
"What is the Hindi equivalent of 'Bilateral balancing'";द्विपक्षीय संतुलन;एकपक्षीय संतुलन;बहुपक्षीय संतुलन;संयुक्त संतुलन;0
"Choose the correct meaning of 'Bilateral donors'";द्विपक्षीय खाता-समूह के ऋणदाता देश;एकपक्षीय खाता-समूह के ऋणदाता देश;बहुपक्षीय खाता-समूह के ऋणदाता देश;संयुक्त खाता-समूह के ऋणदाता देश;0
"Select the correct Hindi translation for the term 'Bilateral group of countries'";द्विपक्षीय समूह के देश;एकपक्षीय समूह के देश;बहुपक्षीय समूह के देश;संयुक्त समूह के देश;0
"In a professional context, what does 'Bilateral negotiation' mean?";द्विपक्षीय वार्ता;एकपक्षीय वार्ता;बहुपक्षीय वार्ता;संयुक्त वार्ता;0
"What is the technical term for 'Bilateral tariff concession'";द्विपक्षीय प्रशुल्क रियायत;एकपक्षीय प्रशुल्क रियायत;बहुपक्षीय प्रशुल्क रियायत;संयुक्त प्रशुल्क रियायत;0
"Identify the correct Hindi translation for 'Bilateral trade accounts'";द्विपक्षीय व्यापार खाते;एकपक्षीय व्यापार खाते;बहुपक्षीय व्यापार खाते;संयुक्त व्यापार खाते;0
"Select the correct Hindi translation for the term 'Bilateral trade agreement'";द्विपक्षीय व्यापार करार;एकपक्षीय व्यापार करार;बहुपक्षीय व्यापार करार;संयुक्त व्यापार करार;0
"What is the Hindi equivalent of 'Bill'";1. बिल, हुंडी 2. विधेयक;रसीद;चालान;बीजक;0
"Choose the correct meaning of 'Bill at sight'";दर्शनी हुंडी / बिल;मियादी हुंडी;सावधि हुंडी;बट्टागत हुंडी;0
"Select the correct Hindi translation for the term 'Bill backing'";बिल / हुंडी समर्थन;बिल का विरोध;बिल का भुगतान;बिल का नवीनीकरण;0
"In a professional context, what does 'Bill buying rate' mean?";बिल / हुंडी की क्रय दर;बिल की विक्रय दर;बिल की बट्टा दर;बिल की ब्याज दर;0
"What is the technical term for 'Bill collector'";बिल वसूलीकर्ता;बिल भुगतानकर्ता;बिल जारीकर्ता;बिल लेखक;0
"Identify the correct Hindi translation for 'Bill culture'";बिल संस्कृति;नकद संस्कृति;उधार संस्कृति;चेक संस्कृति;0
"Select the correct Hindi translation for the term 'Bill discounter'";बिल बट्टाकर्ता;बिल जारीकर्ता;बिल भुगतानकर्ता;बिल लेखक;0
"What is the Hindi equivalent of 'Bill for collection'";वसूली के लिए बिल / हुंडी;भुगतान के लिए बिल;बट्टे के लिए बिल;गिरवी के लिए बिल;0
"Choose the correct meaning of 'Bill form'";बिल / हुंडी फार्म;चेक फार्म;ड्राफ्ट फार्म;चालान फार्म;0
"Select the correct Hindi translation for the term 'Bill in a set'";बिल का सेट;बिल की प्रति;बिल का मूल;बिल का भाग;0
"In a professional context, what does 'Bill journal' mean?";बिल / हुंडी जर्नल / बही;रोकड़ बही;खाता बही;क्रय बही;0
"What is the technical term for 'Bill market'";बिल बाजार / हुंडी बाजार;शेयर बाजार;मुद्रा बाजार;पूंजी बाजार;0
"Identify the correct Hindi translation for 'Bill of adventure'";जोखिम पत्रक;सुरक्षा पत्रक;लाभ पत्रक;हानि पत्रक;0
"Select the correct Hindi translation for the term 'Bill of costs'";लागत पत्रक;लाभ पत्रक;हानि पत्रक;आय पत्रक;0
"What is the Hindi equivalent of 'Bill of credit'";1. साख-पत्र 2. सरकारी नोट (केवल अमरीका में);प्रतिज्ञा पत्र;वचन पत्र;इकरारनामा;0
"Choose the correct meaning of 'Bill of entry'";प्रविष्टि पत्र;निकासी पत्र;आयात पत्र;निर्यात पत्र;0
"Select the correct Hindi translation for the term 'Bill of exchange'";विनिमय पत्र;प्रतिज्ञा पत्र;चेक;ड्राफ्ट;0
"In a professional context, what does 'Bill of indemnity' mean?";क्षतिपूर्ति बिल;सुरक्षा बिल;गारंटी बिल;बीमा बिल;0
"What is the technical term for 'Bill of lading'";लदान बिल;बीमा पॉलिसी;बीजक;आदेश पत्र;0
"Identify the correct Hindi translation for 'Bill of rights'";अधिकार पत्र;कर्तव्य पत्र;दायित्व पत्र;संपत्ति पत्र;0
"Select the correct Hindi translation for the term 'Bill of sale'";बिक्री बिल;खरीद बिल;किराया बिल;पट्टा बिल;0
"What is the Hindi equivalent of 'Bill of sight'";दर्शनी हुंडी / बिल;मियादी हुंडी;सावधि हुंडी;बट्टागत हुंडी;0
"Choose the correct meaning of 'Bill payable on demand'";मांग पर देय बिल / हुंडी;सावधि बिल;नियतकालिक बिल;विलंबित बिल;0
"Select the correct Hindi translation for the term 'Bill rate'";बिल / हुंडी दर;ब्याज दर;विनिमय दर;बट्टा दर;0
"In a professional context, what does 'Bill rediscounting' mean?";बिल पुनर्भुनाई;बिल भुगतान;बिल नवीनीकरण;बिल रद्दीकरण;0
"What is the technical term for 'Billed order'";बिल बना आर्डर;लंबित आर्डर;रद्द आर्डर;पूरा हुआ आर्डर;0
"Identify the correct Hindi translation for 'Biller'";बिल बनाने वाला;बिल चुकाने वाला;बिल पाने वाला;बिल जारी करने वाला;0
"Select the correct Hindi translation for the term 'Billing cycle'";बिलिंग चक्र;भुगतान चक्र;लेखा चक्र;वित्तीय चक्र;0
"What is the Hindi equivalent of 'Billion'";बिलियन;मिलियन;ट्रिलियन;हजार;0
"Choose the correct meaning of 'Bills discounted'";भुनाए गए बिल;खरीदे गए बिल;बेचे गए बिल;गिरवी रखे गए बिल;0
"Select the correct Hindi translation for the term 'Bills for negotiation'";परक्रामण / बेचान हेतु बिल / हुंडी;वसूली हेतु बिल;भुगतान हेतु बिल;स्वीकृति हेतु बिल;0
"In a professional context, what does 'Bills of exchange account' mean?";विनिमय बिल खाता;चेक खाता;ड्राफ्ट खाता;हुंडी खाता;0
"What is the technical term for 'Bills of exchange rediscounted and outstanding'";पुनः भुनाये गये और बकाया विनिमय बिल;भुनाये गये बिल;बकाया बिल;रद्द बिल;0
"Identify the correct Hindi translation for 'Bills payable'";देय बिल / हुंडियां;प्राप्य बिल;अदत्त बिल;संदिग्ध बिल;0
"Select the correct Hindi translation for the term 'Bills portfolio'";बिल संविभाग;शेयर संविभाग;बॉण्ड संविभाग;ऋण संविभाग;0
"What is the Hindi equivalent of 'Bills purchased'";खरीदे गये बिल;बेचे गए बिल;भुनाए गए बिल;गिरवी रखे गए बिल;0
"Choose the correct meaning of 'Bills receivable'";प्राप्य बिल / हुंडियां;देय बिल;अदत्त बिल;संदिग्ध बिल;0
"Select the correct Hindi translation for the term 'Bills under collection'";वसूली के लिए बिल;भुगतान के लिए बिल;बट्टे के लिए बिल;गिरवी के लिए बिल;0
"In a professional context, what does 'Bin cards (binary)' mean?";द्वि-आधारी कार्ड / पत्रक;एकल-आधारी कार्ड;त्रि-आधारी कार्ड;बहु-आधारी कार्ड;0
"What is the technical term for 'Binary options'";बाइनरी ऑप्शन / दोहरा विकल्प;एकल विकल्प;तिहरा विकल्प;बहुविकल्प;0
"Identify the correct Hindi translation for 'Binding condition'";बाध्यकारी शर्त;वैकल्पिक शर्त;सुझावात्मक शर्त;अस्थायी शर्त;0
"Select the correct Hindi translation for the term 'Biometric ATM'";बायोमेट्रिक एटीएम;डिजिटल एटीएम;मोबाइल एटीएम;इंटरनेट एटीएम;0
"What is the Hindi equivalent of 'Bipartite settlement'";द्विपक्षीय समझौता;एकपक्षीय समझौता;बहुपक्षीय समझौता;त्रिपक्षीय समझौता;0
"Choose the correct meaning of 'Black bourse'";(विदेशी मुद्रा का) काला बाज़ार;शेयर बाजार;सराफा बाजार;अनाज बाजार;0
"Select the correct Hindi translation for the term 'Black exchange rate'";अनधिकृत विनिमय दर;अधिकृत विनिमय दर;बाजार विनिमय दर;सरकारी विनिमय दर;0
"In a professional context, what does 'Black gold' mean?";पेट्रोलियम;कोयला;सोना;चांदी;0
"What is the technical term for 'Black list'";काली सूची;सफेद सूची;लाल सूची;हरी सूची;0
"Identify the correct Hindi translation for 'Black marketing'";चोर-बाजारी;खुले बाजार में बिक्री;थोक बिक्री;खुदरा बिक्री;0
"Select the correct Hindi translation for the term 'Black money'";काला धन;सफेद धन;जाली मुद्रा;विदेशी मुद्रा;0
"What is the Hindi equivalent of 'Black swan theory'";काला हंस सिद्धांत;सफेद हंस सिद्धांत;लाल हंस सिद्धांत;नीला हंस सिद्धांत;0
"Choose the correct meaning of 'Blank acceptance'";शर्तरहित बिल-सकार / कोरी हुंडी / कोरा / अनाम बिल;सशर्त बिल-सकार;आंशिक बिल-सकार;पूर्ण बिल-सकार;0
"Select the correct Hindi translation for the term 'Blank bill'";कोरी हुंडी;भरी हुई हुंडी;रद्द हुंडी;पुरानी हुंडी;0
"In a professional context, what does 'Blank charge' mean?";संपूर्ण प्रभार;आंशिक प्रभार;न्यूनतम प्रभार;अधिकतम प्रभार;0
"What is the technical term for 'Blank cheque'";कोरा / राशि-रहित चेक;भरा हुआ चेक;रद्द चेक;पुराना चेक;0
"Identify the correct Hindi translation for 'Blank draft form'";कोरा ड्राफ्ट फार्म;भरा हुआ ड्राफ्ट फार्म;रद्द ड्राफ्ट फार्म;पुराना ड्राफ्ट फार्म;0
"Select the correct Hindi translation for the term 'Blank endorsement'";कोरा पृष्ठांकन;पूर्ण पृष्ठांकन;सशर्त पृष्ठांकन;आंशिक पृष्ठांकन;0
