Question;Option1;Option2;Option3;Option4;CorrectIndex
"What is the technical term for 'Defaulter'";चूककर्ता / व्यतिक्रमी बाकीदार;नियमित भुगतानकर्ता;जमाकर्ता;ऋणदाता;0
"Identify the correct Hindi translation for 'Defaulting account'";व्यतिक्रमित खाता;नियमित खाता;निष्क्रिय खाता;बंद खाता;0
"Select the correct Hindi translation for 'Defeasible'";व्यर्थ करने योग्य / विखंडनीय;अखंडनीय;स्थायी;निश्चित;0
"What is the Hindi equivalent of 'Defect liability period'";दोष दायित्व अवधि;गारंटी अवधि;वारंटी अवधि;परीक्षण अवधि;0
"Choose the correct meaning of 'Defective'";दोषपूर्ण / त्रुटिपूर्ण / त्रुटियुक्त;सही;निर्दोष;पूर्ण;0
"Select the correct Hindi translation for 'Defective note'";दोषपूर्ण / त्रुटिपूर्ण / त्रुटियुक्त नोट;असली नोट;जाली नोट;नया नोट;0
"In a professional context, what does 'Defective planning' mean?";दोषपूर्ण / त्रुटिपूर्ण / त्रुटियुक्त आयोजना;सही आयोजना;व्यापक आयोजना;दीर्घकालिक आयोजना;0
"What is the technical term for 'Defective title'";त्रुटियुक्त हक / स्वत्वाधिकार;स्पष्ट हक;पूर्ण हक;विवादित हक;0
"Identify the correct Hindi translation for 'Defence fund'";ग्क्षा निधि;युद्ध निधि;शांति निधि;राहत निधि;0
"Select the correct Hindi translation for 'Defendant'";प्रतिवादी;वादी;गवाह;न्यायाधीश;0
"What is the Hindi equivalent of 'Deficit'";1. घाटा 2. कमी;लाभ;अधिशेष;वृद्धि;0
"Choose the correct meaning of 'Deficit area'";कमी का क्षेत्र;अधिकता का क्षेत्र;संतुलित क्षेत्र;विकसित क्षेत्र;0
"Select the correct Hindi translation for 'Deficit budget'";घाटे का बजट;बचत का बजट;संतुलित बजट;पूरक बजट;0
"In a professional context, what does 'Deficit districts' mean?";अभाववाले / अभावग्रस्त जिले;समृद्ध जिले;विकसित जिले;औद्योगिक जिले;0
"What is the technical term for 'Deficit financing'";घाटे की वित्त व्यवस्था;बचत वित्त व्यवस्था;संतुलित वित्त व्यवस्था;विदेशी वित्त व्यवस्था;0
"Identify the correct Hindi translation for 'Deficit induced inflation'";घाटा-प्रेरित स्फीति;लागत-प्रेरित स्फीति;मांग-प्रेरित स्फीति;मजदूरी-प्रेरित स्फीति;0
"Select the correct Hindi translation for 'Definitive bond'";पक्का बंधपत्र / बॉण्ड;कच्चा बॉण्ड;अस्थायी बॉण्ड;परिवर्तनीय बॉण्ड;0
"What is the Hindi equivalent of 'Deflate'";अपस्फीति कम करना;स्फीति बढ़ाना;मूल्य बढ़ाना;मुद्रा जारी करना;0
"Choose the correct meaning of 'Deflation'";अपस्फीत्ति;मुद्रास्फीति;मंदी;तेजी;0
"Select the correct Hindi translation for 'Deflation of currency'";मुद्रा अपस्फीति;मुद्रा स्फीति;मुद्रा अवमूल्यन;मुद्रा अधिमूल्यन;0
"In a professional context, what does 'Deflation of price index' mean?";मुद्रा-सूचकांक में कमी / गिरावट;सूचकांक में वृद्धि;सूचकांक में स्थिरता;सूचकांक में उतार-चढ़ाव;0
"What is the technical term for 'Deflationary gap'";अपस्फीतिकारी अंतर;स्फीतिकारी अंतर;आय अंतर;बचत अंतर;0
"Identify the correct Hindi translation for 'Deflator'";अपस्फीतिकारक;स्फीतिकारक;सूचकांक;गुणक;0
"Select the correct Hindi translation for 'Defraud'";कपट करना, धोखा देना;मदद करना;सलाह देना;बचाना;0
"What is the Hindi equivalent of 'Defray'";हिसाब चुकाना, अदा करना;वसूली करना;उधार देना;जमा करना;0
"Choose the correct meaning of 'Defunct company'";निष्क्रिय कंपनी;सक्रिय कंपनी;नई कंपनी;विदेशी कंपनी;0
"Select the correct Hindi translation for 'Defunct institution'";निष्क्रिय संस्था;सक्रिय संस्था;सरकारी संस्था;निजी संस्था;0
"In a professional context, what does 'Degradation' mean?";पद / ग्रेड घटाना;पदोन्नति;पुरस्कार;सम्मान;0
"What is the technical term for 'Degree of credibility'";विश्वसनीयता का स्तर;जोखिम का स्तर;लाभ का स्तर;हानि का स्तर;0
"Identify the correct Hindi translation for 'Delayed payment'";देर से भुगतान, विलंबित भुगतान;समय पर भुगतान;अग्रिम भुगतान;तत्काल भुगतान;0
"Select the correct Hindi translation for 'Delayed proposal'";विलंबित प्रस्ताव;स्वीकृत प्रस्ताव;अस्वीकृत प्रस्ताव;संशोधित प्रस्ताव;0
"What is the Hindi equivalent of 'Delegate'";1. प्रतिनिधि 2. प्रत्यायोजित करना;प्रमुख;अध्यक्ष;सचिव;0
"Choose the correct meaning of 'Delegated responsibility'";प्रत्यायोजित उत्तरदायित्व;सामूहिक उत्तरदायित्व;व्यक्तिगत उत्तरदायित्व;कानूनी उत्तरदायित्व;0
"Select the correct Hindi translation for 'Delegation'";1. प्रतिनिधि मंडल 2. प्रत्यायोजन;सम्मेलन;बैठक;सेमिनार;0
"In a professional context, what does 'Delegation of powers' mean?";शक्तियों का प्रत्यायोजन;शक्तियों का केंद्रीकरण;शक्तियों का विभाजन;शक्तियों का दुरुपयोग;0
"What is the technical term for 'Delicensing scheme'";लाइसेंस समाप्त करने की योजना;लाइसेंस जारी करने की योजना;लाइसेंस नवीनीकरण योजना;लाइसेंस रद्दीकरण योजना;0
"Identify the correct Hindi translation for 'Delimitation'";परिसीमन;विस्तार;संकोचन;विलय;0
"Select the correct Hindi translation for 'Delineate'";अंकित करना;मिटाना;छिपाना;बदलना;0
"What is the Hindi equivalent of 'Delinquent company'";अपचारी / दोषी कंपनी;निर्दोष कंपनी;लाभकारी कंपनी;सरकारी कंपनी;0
"Choose the correct meaning of 'Delinquent director'";अपचारी निदेशक;प्रबंध निदेशक;कार्यकारी निदेशक;स्वतंत्र निदेशक;0
"Select the correct Hindi translation for 'Delinquent tax'";बकाया / अदत्त कर;अग्रिम कर;संपत्ति कर;आय कर;0
"In a professional context, what does 'Delivered price' mean?";सुपुर्दगी पर देय कीमत / घर-पहुंच कीमत;कारखाना कीमत;थोक कीमत;खुदरा कीमत;0
"What is the technical term for 'Delivery'";सुपुर्दगी, वितरण, अंतरण, सौंपना;प्राप्ति;संग्रह;मांग;0
"Identify the correct Hindi translation for 'Delivery book'";सुपुर्दगी बही, वितरण बही;रोकड़ बही;खाता बही;स्टॉक बही;0
"Select the correct Hindi translation for 'Delivery channel'";सुपुर्दगी चैनल;भुगतान चैनल;विपणन चैनल;संचार चैनल;0
"What is the Hindi equivalent of 'Delivery order'";सुपुर्दगी आदेश;क्रय आदेश;विक्रय आदेश;भुगतान आदेश;0
"Choose the correct meaning of 'Demand and time liabilities'";मांग और आवधिक / मीयादी देयताएं;मांग और आवधिक आस्तियां;मांग और आवधिक जमा;मांग और आवधिक ऋण;0
"Select the correct Hindi translation for 'Demand collection balance'";मांग वसूली शेष;मांग जमा शेष;मांग ऋण शेष;मांग ब्याज शेष;0
"In a professional context, what does 'Demand creation' mean?";मांग सर्जन;मांग संकुचन;मांग पूर्ति;मांग विश्लेषण;0
"What is the technical term for 'Demand curve'";मांग वक्र;पूर्ति वक्र;लागत वक्र;राजस्व वक्र;0
"Identify the correct Hindi translation for 'Demand deposit'";माग जमा;सावधि जमा;आवर्ती जमा;बचत जमा;0
"Select the correct Hindi translation for 'Demand draft'";मांग ड्राफ्ट;सावधि ड्राफ्ट;विदेशी ड्राफ्ट;स्थानीय ड्राफ्ट;0
"What is the Hindi equivalent of 'Demand draft return account'";मांग ड्राफ्ट वापसी खाता;मांग ड्राफ्ट जारी खाता;मांग ड्राफ्ट भुगतान खाता;मांग ड्राफ्ट रद्दीकरण खाता;0
"Choose the correct meaning of 'Demand for grant'";अनुदान की मांग;ऋण की मांग;ब्याज की मांग;कर की मांग;0
"Select the correct Hindi translation for 'Demand for money'";धन की मांग;धन की पूर्ति;धन का संचय;धन का निवेश;0
"In a professional context, what does 'Demand function' mean?";मांग फलन;पूर्ति फलन;लागत फलन;उत्पादन फलन;0
"What is the technical term for 'Demand hundi'";मांग हुंडी;मियादी हुंडी;दर्शनी हुंडी;सावधि हुंडी;0
"Identify the correct Hindi translation for 'Demand letter'";मांग पत्र;कारण बताओ नोटिस;नियुक्ति पत्र;त्याग पत्र;0
"Select the correct Hindi translation for 'Demand liabilities'";मांग देयताएं;सावधि देयताएं;आकस्मिक देयताएं;स्थायी देयताएं;0
"What is the Hindi equivalent of 'Demand loan'";मांग ऋण;सावधि ऋण;आवास ऋण;शिक्षा ऋण;0
"Choose the correct meaning of 'Demand loan account'";मांग ऋण खाता;सावधि ऋण खाता;बचत खाता;चालू खाता;0
"Select the correct Hindi translation for 'Demand note'";मांग पत्र;वचन पत्र;ऋण पत्र;साख पत्र;0
"In a professional context, what does 'Demand of credit' mean?";ऋण की मांग;ऋण की पूर्ति;ऋण का भुगतान;ऋण का नवीनीकरण;0
"What is the technical term for 'Demand price'";अपेक्षित कीमत;बाजार कीमत;लागत कीमत;विक्रय कीमत;0
"Identify the correct Hindi translation for 'Demand promissory note'";मांग वचन पत्र;सावधि वचन पत्र;शर्तयुक्त वचन पत्र;संयुक्त वचन पत्र;0
"Select the correct Hindi translation for 'Demand pull inflation'";मांग जन्य / प्रेरित मुद्रास्फीति;लागत जन्य मुद्रास्फीति;मुद्रा जन्य मुद्रास्फीति;संरचनात्मक मुद्रास्फीति;0
"What is the Hindi equivalent of 'Demand rate'";मांग दर;ब्याज दर;विनिमय दर;बट्टा दर;0
"Choose the correct meaning of 'Demand schedule'";मांग अनुसूची;पूर्ति अनुसूची;मूल्य अनुसूची;लागत अनुसूची;0
"Select the correct Hindi translation for 'Demand shock'";मांग आघात;पूर्ति आघात;मूल्य आघात;आय आघात;0
"In a professional context, what does 'Demand slip' mean?";मांग पर्ची;जमा पर्ची;निकासी पर्ची;चेक;0
"What is the technical term for 'Demanding market'";अत्यंत मांग वाला बाजार;मंद बाजार;स्थिर बाजार;संतुलित बाजार;0
"Identify the correct Hindi translation for 'Demarcation'";सीमांकन;विलय;विभाजन;विस्तार;0
"Select the correct Hindi translation for 'Demarcation dispute'";सीमांकन विवाद;जल विवाद;भूमि विवाद;व्यापार विवाद;0
"What is the Hindi equivalent of 'Demat account'";डीमैट खाता;बचत खाता;चालू खाता;सावधि खाता;0
"Choose the correct meaning of 'Dematerialisation of bond'";बॉण्ड का अमूर्तीकरण / कागज रहित बॉण्ड जारी करना;बॉण्ड का भौतिकीकरण;बॉण्ड का नवीनीकरण;बॉण्ड का रद्दीकरण;0
"Select the correct Hindi translation for 'Dematerialised account'";अमूर्तीकृत / डीमैट खाता;भौतिक खाता;बचत खाता;चालू खाता;0
"In a professional context, what does 'Dematerialized form' mean?";अमूर्त रूप / अभौतिक (डीमैट) रूप;भौतिक रूप;कागजी रूप;लिखित रूप;0
"What is the technical term for 'Dematerialized securities'";अमूर्तीकृत / अभौतिकीकृत प्रतिभूतियां;भौतिक प्रतिभूतियां;सरकारी प्रतिभूतियां;विदेशी प्रतिभूतियां;0
"Identify the correct Hindi translation for 'Demerger'";विलगाव;विलय;अधिग्रहण;गठन;0
"Select the correct Hindi translation for 'Demi-official letter'";अर्ध शासकीय पत्र;शासकीय पत्र;निजी पत्र;व्यापारिक पत्र;0
"What is the Hindi equivalent of 'Demonetization'";विमुद्रीकरण;मुद्रीकरण;अवमूल्यन;अधिमूल्यन;0
"Choose the correct meaning of 'Demonstration effect'";प्रदर्शन प्रभाव;आय प्रभाव;मूल्य प्रभाव;प्रतिस्थापन प्रभाव;0
"Select the correct Hindi translation for 'Demotion'";पदावनति;पदोन्नति;स्थानांतरण;निलंबन;0
"In a professional context, what does 'Demurrage' mean?";विलंब शुल्क;अग्रिम शुल्क;पंजीकरण शुल्क;सेवा शुल्क;0
"What is the technical term for 'Demutualization'";पृथक्करण;एकीकरण;सहकारिता;साझेदारी;0
"Identify the correct Hindi translation for 'Denationalize'";अराष्ट्रिकीकरण / राष्ट्रिकता छीन लेना;राष्ट्रीयकरण;निजीकरण;उदारीकरण;0
"Select the correct Hindi translation for 'Denomination'";मूल्यवर्ग;मुद्रा;सिक्का;नोट;0
"What is the Hindi equivalent of 'Denomination in Indian rupee'";भारतीय रुपए में मूल्यवर्गित;विदेशी मुद्रा में मूल्यवर्गित;स्वर्ण में मूल्यवर्गित;डॉलर में मूल्यवर्गित;0
"Choose the correct meaning of 'Denomination of security'";प्रतिभूति का अंकित मूल्य;प्रतिभूति का बाजार मूल्य;प्रतिभूति का क्रय मूल्य;प्रतिभूति का विक्रय मूल्य;0
"Select the correct Hindi translation for 'Denominational value'";अंकित मूल्य;बाजार मूल्य;वसूली मूल्य;बही मूल्य;0
"In a professional context, what does 'Denomination-wise circulation' mean?";मूल्यवर्गवार मुद्रा-संचलन;क्षेत्रवार मुद्रा-संचलन;राज्यवार मुद्रा-संचलन;बैंकवार मुद्रा-संचलन;0
"What is the technical term for 'Denomination-wise classification'";मूल्यवर्गवार वर्गीकरण;क्षेत्रवार वर्गीकरण;विषयवार वर्गीकरण;कालवार वर्गीकरण;0
"Identify the correct Hindi translation for 'Denominator'";हर;अंश;भाजक;शेषफल;0
"Select the correct Hindi translation for 'Denotification'";अधिसूचना रद्द करना;अधिसूचना जारी करना;अधिसूचना संशोधन;अधिसूचना विस्तार;0
"What is the Hindi equivalent of 'Density of population'";जनसंख्या का घनत्व / सघनता;जनसंख्या वृद्धि;जनसंख्या नियंत्रण;जनसंख्या वितरण;0
"Choose the correct meaning of 'De-obligation'";दायित्व समाप्ति;दायित्व ग्रहण;दायित्व हस्तांतरण;दायित्व निर्वहन;0
"Select the correct Hindi translation for 'Departmental accounts'";विभागीय लेखे;केंद्रीय लेखे;शाखा लेखे;एकीकृत लेखे;0
"In a professional context, what does 'Dependents' mean?";आश्रित;स्वतंत्र;अभिभावक;पड़ोसी;0
"What is the technical term for 'Dependency'";निर्भरता;स्वतंत्रता;स्वायत्तता;संप्रभुता;0
"Identify the correct Hindi translation for 'Depleted investment pipeline'";निःशेषित निवेश प्रक्रिया;सक्रिय निवेश प्रक्रिया;रुकी हुई निवेश प्रक्रिया;नई निवेश प्रक्रिया;0
"Select the correct Hindi translation for 'Depletion'";निःशेषण;भराव;वृद्धि;संचय;0
"What is the Hindi equivalent of 'Depletion of balance'";जमा / शेष राशि का निःशेषण;जमा राशि में वृद्धि;जमा राशि का हस्तांतरण;जमा राशि का ब्याज;0
"Choose the correct meaning of 'Depletion of reserves'";प्रारक्षित निधि का निःशेषण / रिक्त होना;प्रारक्षित निधि का निर्माण;प्रारक्षित निधि का विनियोग;प्रारक्षित निधि का अंकेक्षण;0
"Select the correct Hindi translation for 'Deployment of funds'";निधियों का अभिनियोजन;निधियों का संग्रहण;निधियों का वितरण;निधियों का अपव्यय;0
"In a professional context, what does 'Deponent' mean?";अभिसाक्षी / बयान देनेवाला;वादी;प्रतिवादी;न्यायाधीश;0
"What is the technical term for 'Depopulation'";जनसंख्या ह्रास;जनसंख्या वृद्धि;जनसंख्या विस्फोट;जनसंख्या स्थिरता;0
"Identify the correct Hindi translation for 'Depose'";अभिसाक्ष्य / बयान;जिरह;फैसला;अपील;0
"Select the correct Hindi translation for 'Deposit'";1. जमा / निक्षेप 2. जमा करना;निकालना;उधार देना;खर्च करना;0
"What is the Hindi equivalent of 'Deposit account'";जमा लेखा;ऋण लेखा;व्यय लेखा;लाभ लेखा;0
"Choose the correct meaning of 'Deposit accretion'";जमा अनुवृद्धि;जमा निकासी;जमा ब्याज;जमा कर;0
"Select the correct Hindi translation for 'Deposit at call'";मांग पर देय जमाराशि;सावधि जमाराशि;आवर्ती जमाराशि;सुरक्षित जमाराशि;0
"In a professional context, what does 'Deposit banking' mean?";जमा बैंकिंग;मर्चेंट बैंकिंग;निवेश बैंकिंग;इस्लामिक बैंकिंग;0
"What is the technical term for 'Deposit cheque'";जमा किया गया चेक;भुनाया गया चेक;बाउंस चेक;जारी किया गया चेक;0
"Identify the correct Hindi translation for 'Deposit erosion'";जमाह्रास / जमा का कम होना;जमा वृद्धि;जमा स्थिरता;जमा सुरक्षा;0
"Select the correct Hindi translation for 'Deposit insurance'";जमा बीमा;जीवन बीमा;वाहन बीमा;फसल बीमा;0
"What is the Hindi equivalent of 'Deposit liabilities'";जमा देयताएं;जमा आस्तियां;जमा ब्याज;जमा रसीदें;0
"Choose the correct meaning of 'Deposit mix'";विभिन्न जमाराशियां / जमा सम्मिश्र;जमा रसीद;जमा पर्ची;जमा खाता;0
"Select the correct Hindi translation for 'Deposit mobilization'";जमा संग्रहण / जुटाना;जमा वितरण;जमा निकासी;जमा बीमा;0
"In a professional context, what does 'Deposit money' mean?";जमा रकम;उधार रकम;नकद रकम;काला धन;0
"What is the technical term for 'Deposit of stock'";माल जमा;माल बिक्री;माल खरीद;माल ढुलाई;0
"Identify the correct Hindi translation for 'Deposit premium'";जमा प्रीमियम / निक्षेप प्रीमियम;जोखिम प्रीमियम;किस्त प्रीमियम;वार्षिक प्रीमियम;0
"Select the correct Hindi translation for 'Deposit rate'";जमा ब्याज दर;उधार ब्याज दर;बैंक दर;रेपो दर;0
"What is the Hindi equivalent of 'Deposit register'";जमा रजिस्टर;ऋण रजिस्टर;चेक रजिस्टर;बिल रजिस्टर;0
"Choose the correct meaning of 'Deposit scheme'";जमा / निक्षेप योजना;ऋण योजना;बीमा योजना;पेंशन योजना;0
"Select the correct Hindi translation for 'Deposit slip'";जमा पर्ची;निकासी पर्ची;चेक;ड्राफ्ट;0
"In a professional context, what does 'Deposit turnover' mean?";जमा आवर्त / कुल रकम;जमा शेष;जमा ब्याज;जमा अवधि;0
"What is the technical term for 'Deposit warrant'";जमा वारंट;गिरफ्तारी वारंट;तलाशी वारंट;कुर्की वारंट;0
"Identify the correct Hindi translation for 'Depositor'";जमाकर्ता / निक्षेपक;ऋणदाता;देनदार;लाभार्थी;0
"Select the correct Hindi translation for 'Deposit-oriented accounts'";जमा-उन्मुख खाते;ऋण-उन्मुख खाते;लाभ-उन्मुख खाते;सेवा-उन्मुख खाते;0
"What is the Hindi equivalent of 'Depositor\'s ledger'";जमाकर्ता खाताबही;ऋणकर्ता खाताबही;बैंक खाताबही;रोकड़ बही;0
"Choose the correct meaning of 'Depository'";निक्षेपागार / भंडार;कारखाना;दुकान;बाजार;0
"Select the correct Hindi translation for 'Depository bank'";निक्षेपागार बैंक;व्यापारिक बैंक;केंद्रीय बैंक;ग्रामीण बैंक;0
"In a professional context, what does 'Depository participant' mean?";निक्षेपागार सहभागी;निक्षेपागार प्रबंधक;निक्षेपागार लिपिक;निक्षेपागार ग्राहक;0
"What is the technical term for 'Deposits at short notice'";अल्प सूचना पर देय जमाराशियां;सावधि जमाराशियां;मांग जमाराशियां;आवर्ती जमाराशियां;0
"Identify the correct Hindi translation for 'Depreciable assets'";अवक्षयी आस्तियां;स्थायी आस्तियां;अचल आस्तियां;चालू आस्तियां;0
"Select the correct Hindi translation for 'Depreciate'";मूल्यह्रास होना;मूल्यवृद्धि होना;स्थिर रहना;महंगा होना;0
"What is the Hindi equivalent of 'Depreciated value'";ह्रासित मूल्य;वर्धित मूल्य;बाजार मूल्य;अंकित मूल्य;0
"Choose the correct meaning of 'Depreciation'";मूल्यह्रास / भाव में कमी;मूल्यवृद्धि;अधिमूल्यन;मुद्रास्फीति;0
"Select the correct Hindi translation for 'Depreciation account'";मूल्यह्रास लेखा;मूल्यवृद्धि लेखा;लाभ लेखा;हानि लेखा;0
"In a professional context, what does 'Depreciation and other non-cash charges' mean?";मूल्यह्रास और अन्य गैर-नकदी प्रभार;मूल्यह्रास और नकदी प्रभार;ब्याज और नकदी प्रभार;वेतन और नकदी प्रभार;0
"What is the technical term for 'Depreciation by revaluation'";पुनर्मूल्यन ह्रास;ऐतिहासिक ह्रास;वार्षिक ह्रास;त्वरित ह्रास;0
"Identify the correct Hindi translation for 'Depreciation charges'";मूल्यह्रास प्रभार;ब्याज प्रभार;रखरखाव प्रभार;बीमा प्रभार;0
"Select the correct Hindi translation for 'Depreciation cost'";मूल्यह्रास लागत;मूल लागत;बाजार लागत;प्रतिस्थापन लागत;0
"What is the Hindi equivalent of 'Depreciation fund'";मूल्यह्रास निधि;संचित निधि;पेंशन निधि;भविष्य निधि;0
"Choose the correct meaning of 'Depreciation fund investment account'";मूल्यह्रास निधि निवेश खाता;संचित निधि निवेश खाता;पेंशन निधि निवेश खाता;बीमा निधि निवेश खाता;0
"Select the correct Hindi translation for 'Depreciation of money'";मुद्रा मूल्यह्रास;मुद्रा अधिमूल्यन;मुद्रा संकुचन;मुद्रा प्रसार;0
"In a professional context, what does 'Depreciation provision' mean?";मूल्यह्रास प्रावधान;ब्याज प्रावधान;कर प्रावधान;लाभांश प्रावधान;0
"What is the technical term for 'Depreciation reserve'";मूल्यह्रास आरक्षित निधि;सामान्य आरक्षित निधि;पूंजी आरक्षित निधि;राजस्व आरक्षित निधि;0
"Identify the correct Hindi translation for 'Depressed class'";दलित वर्ग;उच्च वर्ग;मध्यम वर्ग;धनी वर्ग;0
"Select the correct Hindi translation for 'Depressed new investment'";न्यून नव निवेश;अधिक नव निवेश;स्थिर नव निवेश;शून्य नव निवेश;0
"What is the Hindi equivalent of 'Depression'";महामंदी;तेजी;उछाल;सुधार;0
"Choose the correct meaning of 'Depression in trade'";व्यापार में मंदी;व्यापार में तेजी;व्यापार में स्थिरता;व्यापार में वृद्धि;0
"Select the correct Hindi translation for 'Deputation'";प्रतिनियुक्ति / शिष्टमंडल;नियुक्ति;बर्खास्तगी;निलंबन;0
"In a professional context, what does 'Derate' mean?";दर बिगाड़ देना;दर तय करना;दर बढ़ाना;दर घटाना;0
"What is the technical term for 'Derating of stock'";स्टॉक के निर्धारित मूल्य में कमी करना / दर-न्यूनीकरण;स्टॉक मूल्य बढ़ाना;स्टॉक बेचना;स्टॉक खरीदना;0
"Identify the correct Hindi translation for 'Deregulated interest rate system'";अविनियमित ब्याज दर प्रणाली;विनियमित ब्याज दर प्रणाली;स्थिर ब्याज दर प्रणाली;उच्च ब्याज दर प्रणाली;0
"Select the correct Hindi translation for 'Deregulation'";अविनियमन / विनियमन हटाना;विनियमन;राष्ट्रीयकरण;निजीकरण;0
"What is the Hindi equivalent of 'Dereliction of duty'";कर्तव्य की अवहेलना;कर्तव्य पालन;कर्तव्य बोध;कर्तव्य निष्ठा;0
"Choose the correct meaning of 'Derequisition'";अधिग्रहण से छुड़ाना / अधिग्रहण मोचन;अधिग्रहण;जब्ती;कुर्की;0
"Select the correct Hindi translation for 'Dereservation of post'";पद का अनारक्षण;पद का आरक्षण;पद की समाप्ति;पद का सृजन;0
"In a professional context, what does 'Derivative deposit' mean?";व्युत्पन्नी जमा;प्राथमिक जमा;मांग जमा;सावधि जमा;0
"What is the technical term for 'Derivative mortgage'";व्युत्पन्नी बंधक;साधारण बंधक;सशर्त बंधक;भोग बंधक;0
"Identify the correct Hindi translation for 'Derived demand'";व्युत्पन्न मांग;प्रत्यक्ष मांग;सामूहिक मांग;बाजार मांग;0
"Select the correct Hindi translation for 'Derived value'";व्युत्पन्न मूल्य;मूल मूल्य;बाजार मूल्य;अंकित मूल्य;0
"What is the Hindi equivalent of 'Desequester'";अवपृथक्करण;पृथक्करण;एकीकरण;विलय;0
"Choose the correct meaning of 'Designate'";अभिहित करना / पदनामित करना;नियुक्त करना;बर्खास्त करना;निलंबित करना;0
"Select the correct Hindi translation for 'Designated currency'";नामित मुद्रा;विदेशी मुद्रा;स्थानीय मुद्रा;आरक्षित मुद्रा;0
"In a professional context, what does 'Designation' mean?";पदनाम;नाम;पता;विभाग;0
"What is the technical term for 'Desired action'";वांछित कार्रवाई;अवांछित कार्रवाई;कानूनी कार्रवाई;अनुशासनात्मक कार्रवाई;0
"Identify the correct Hindi translation for 'Despatch'";प्रेषण / भेजना;प्राप्ति;संग्रह;वितरण;0
"Select the correct Hindi translation for 'Despatch money'";त्वरित लदान शुल्क;विलंब शुल्क;भाड़ा;बीमा शुल्क;0
"What is the Hindi equivalent of 'Despatch register'";प्रेषण रजिस्टर;प्राप्ति रजिस्टर;स्टॉक रजिस्टर;उपस्थिति रजिस्टर;0
"Choose the correct meaning of 'Destination'";गंतव्य / स्थान;उद्गम;मार्ग;पड़ाव;0
"Select the correct Hindi translation for 'Destination price'";गंतव्य कीमत;उद्गम कीमत;बाजार कीमत;लागत कीमत;0
"In a professional context, what does 'Destruction' mean?";विनाश / नष्ट करना;निर्माण;सृजन;संरक्षण;0
"What is the technical term for 'Destruction of notes'";नोट नष्ट करना;नोट छापना;नोट जारी करना;नोट बदलना;0
"Identify the correct Hindi translation for 'Destructive competition'";घातक प्रतियोगिता;स्वस्थ प्रतियोगिता;सीमित प्रतियोगिता;शून्य प्रतियोगिता;0
"Select the correct Hindi translation for 'Detailed audit'";विस्तृत / ब्योरेवार लेखा-परीक्षा;सरसरी लेखा-परीक्षा;आंतरिक लेखा-परीक्षा;सांविधिक लेखा-परीक्षा;0
"What is the Hindi equivalent of 'Detailed report'";विस्तृत / ब्योरेवार रिपोर्ट;संक्षिप्त रिपोर्ट;मौखिक रिपोर्ट;अंतरिम रिपोर्ट;0
"Choose the correct meaning of 'Detention'";निरोध / रोक;रिहाई;जमानत;बरी;0
"Select the correct Hindi translation for 'Detention charges'";रुकाई प्रभार;वसूली प्रभार;ब्याज प्रभार;बीमा प्रभार;0
"In a professional context, what does 'Deterioration' mean?";क्षय / कमी / गिरावट;सुधार;वृद्धि;स्थिरता;0
"What is the technical term for 'Determinants'";निर्धारक / तत्व;परिणाम;प्रभाव;संकेतक;0
"Identify the correct Hindi translation for 'Determination of price'";कीमत निर्धारण;कीमत नियंत्रण;कीमत वृद्धि;कीमत घटौती;0
"Select the correct Hindi translation for 'Determination of value'";मूल्य निर्धारण;मूल्य ह्रास;मूल्य वृद्धि;मूल्य स्थिरता;0
"What is the Hindi equivalent of 'Detrimental'";अहितकर / हानिकर;हितकर;लाभकारी;उपयोगी;0
"Choose the correct meaning of 'Detrimental to the interest of depositors'";जमाकर्ताओं के हितों के प्रतिकूल;जमाकर्ताओं के हितों के अनुकूल;बैंक के हितों के प्रतिकूल;सरकार के हितों के प्रतिकूल;0
"Select the correct Hindi translation for 'Devaluation'";अवमूल्यन;अधिमूल्यन;पुनर्मूल्यांकन;विमुद्रीकरण;0
"In a professional context, what does 'Devaluation of currency' mean?";मुद्रा का अवमूल्यन;मुद्रा का अधिमूल्यन;मुद्रा का विमुद्रीकरण;मुद्रा का जारीकरण;0
"What is the technical term for 'Developed country'";विकसित देश;विकासशील देश;अविकसित देश;गरीब देश;0
"Identify the correct Hindi translation for 'Developing country'";विकासशील देश;विकसित देश;अमीर देश;औद्योगिक देश;0
"Select the correct Hindi translation for 'Developing economy'";विकासशील / विकासोन्मुख अर्थव्यवस्था;विकसित अर्थव्यवस्था;पिछड़ी अर्थव्यवस्था;बंद अर्थव्यवस्था;0
"What is the Hindi equivalent of 'Developing member countries'";विकासशील सदस्य देश;विकसित सदस्य देश;गैर-सदस्य देश;पड़ोसी देश;0
"Choose the correct meaning of 'Development'";विकास / गतिविधि;ह्रास;पतन;स्थिरता;0
"Select the correct Hindi translation for 'Development expenses'";विकास खर्च / व्यय;स्थापना खर्च;वेतन खर्च;यात्रा खर्च;0
"In a professional context, what does 'Development farming' mean?";विकासशील खेती;पारंपरिक खेती;जैविक खेती;झूम खेती;0
"What is the technical term for 'Development fund'";विकास निधि;राहत निधि;पेंशन निधि;बीमा निधि;0
"Identify the correct Hindi translation for 'Development grants'";विकास अनुदान;राहत अनुदान;शोध अनुदान;यात्रा अनुदान;0
"Select the correct Hindi translation for 'Development loan fund'";विकास ऋण निधि;आवास ऋण निधि;शिक्षा ऋण निधि;कृषि ऋण निधि;0
